"","state_code","school_code","people","year","acs_state_name"
"4151",17,1,429431,2011,"kansas"
"4152",17,2,211954,2011,"kansas"
"4153",17,3,186093,2011,"kansas"
"4154",17,4,172994,2011,"kansas"
"4155",17,5,189485,2011,"kansas"
"4156",17,6,196972,2011,"kansas"
"4157",17,7,188881,2011,"kansas"
"4158",17,8,201230,2011,"kansas"
"4159",17,9,307546,2011,"kansas"
"4160",17,10,199880,2011,"kansas"
"4161",17,11,345453,2011,"kansas"
"4162",17,12,303837,2011,"kansas"
"4163",17,13,366673,2011,"kansas"
"4164",17,14,403513,2011,"kansas"
"4165",17,15,179537,2011,"kansas"
"4166",17,16,2390868,2011,"kansas"
"4167",17,17,346018,2011,"kansas"
"4168",17,18,673310,2011,"kansas"
"4169",17,19,1624429,2011,"kansas"
"4170",17,20,690534,2011,"kansas"
"4171",17,21,1780385,2011,"kansas"
"4172",17,22,722286,2011,"kansas"
"4173",17,23,197833,2011,"kansas"
"4174",17,24,89535,2011,"kansas"
"4175",17,NA,470582,2011,"kansas"
"4176",18,1,235278,2011,"kentucky"
"4177",18,2,102661,2011,"kentucky"
"4178",18,3,93523,2011,"kentucky"
"4179",18,4,89151,2011,"kentucky"
"4180",18,5,96228,2011,"kentucky"
"4181",18,6,92317,2011,"kentucky"
"4182",18,7,98189,2011,"kentucky"
"4183",18,8,100806,2011,"kentucky"
"4184",18,9,114571,2011,"kentucky"
"4185",18,10,105006,2011,"kentucky"
"4186",18,11,180911,2011,"kentucky"
"4187",18,12,170927,2011,"kentucky"
"4188",18,13,224374,2011,"kentucky"
"4189",18,14,234903,2011,"kentucky"
"4190",18,15,79753,2011,"kentucky"
"4191",18,16,1472724,2011,"kentucky"
"4192",18,17,243298,2011,"kentucky"
"4193",18,18,351251,2011,"kentucky"
"4194",18,19,804452,2011,"kentucky"
"4195",18,20,359386,2011,"kentucky"
"4196",18,21,671242,2011,"kentucky"
"4197",18,22,250351,2011,"kentucky"
"4198",18,23,54902,2011,"kentucky"
"4199",18,24,43684,2011,"kentucky"
"4200",18,NA,247034,2011,"kentucky"
"4201",19,1,90357,2011,"louisiana"
"4202",19,2,54280,2011,"louisiana"
"4203",19,3,47580,2011,"louisiana"
"4204",19,4,37899,2011,"louisiana"
"4205",19,5,45322,2011,"louisiana"
"4206",19,6,37941,2011,"louisiana"
"4207",19,7,43584,2011,"louisiana"
"4208",19,8,43187,2011,"louisiana"
"4209",19,9,47768,2011,"louisiana"
"4210",19,10,44163,2011,"louisiana"
"4211",19,11,78388,2011,"louisiana"
"4212",19,12,57935,2011,"louisiana"
"4213",19,13,76223,2011,"louisiana"
"4214",19,14,84992,2011,"louisiana"
"4215",19,15,34272,2011,"louisiana"
"4216",19,16,666298,2011,"louisiana"
"4217",19,17,88346,2011,"louisiana"
"4218",19,18,190583,2011,"louisiana"
"4219",19,19,381353,2011,"louisiana"
"4220",19,20,242838,2011,"louisiana"
"4221",19,21,382752,2011,"louisiana"
"4222",19,22,115060,2011,"louisiana"
"4223",19,23,32125,2011,"louisiana"
"4224",19,24,21378,2011,"louisiana"
"4225",19,NA,117685,2011,"louisiana"
"4226",20,1,101606,2011,"maine"
"4227",20,2,50544,2011,"maine"
"4228",20,3,37868,2011,"maine"
"4229",20,4,45279,2011,"maine"
"4230",20,5,39115,2011,"maine"
"4231",20,6,43405,2011,"maine"
"4232",20,7,40259,2011,"maine"
"4233",20,8,46099,2011,"maine"
"4234",20,9,62080,2011,"maine"
"4235",20,10,48982,2011,"maine"
"4236",20,11,73388,2011,"maine"
"4237",20,12,57170,2011,"maine"
"4238",20,13,74981,2011,"maine"
"4239",20,14,88071,2011,"maine"
"4240",20,15,32341,2011,"maine"
"4241",20,16,491467,2011,"maine"
"4242",20,17,87466,2011,"maine"
"4243",20,18,185013,2011,"maine"
"4244",20,19,402273,2011,"maine"
"4245",20,20,158919,2011,"maine"
"4246",20,21,392571,2011,"maine"
"4247",20,22,144539,2011,"maine"
"4248",20,23,33042,2011,"maine"
"4249",20,24,19298,2011,"maine"
"4250",20,NA,115462,2011,"maine"
"4251",21,1,159306,2011,"maryland"
"4252",21,2,65575,2011,"maryland"
"4253",21,3,58120,2011,"maryland"
"4254",21,4,63133,2011,"maryland"
"4255",21,5,56902,2011,"maryland"
"4256",21,6,63364,2011,"maryland"
"4257",21,7,64211,2011,"maryland"
"4258",21,8,69858,2011,"maryland"
"4259",21,9,77085,2011,"maryland"
"4260",21,10,79509,2011,"maryland"
"4261",21,11,162736,2011,"maryland"
"4262",21,12,130557,2011,"maryland"
"4263",21,13,157346,2011,"maryland"
"4264",21,14,158472,2011,"maryland"
"4265",21,15,52017,2011,"maryland"
"4266",21,16,913969,2011,"maryland"
"4267",21,17,227526,2011,"maryland"
"4268",21,18,246662,2011,"maryland"
"4269",21,19,545053,2011,"maryland"
"4270",21,20,222040,2011,"maryland"
"4271",21,21,381449,2011,"maryland"
"4272",21,22,180064,2011,"maryland"
"4273",21,23,46210,2011,"maryland"
"4274",21,24,25135,2011,"maryland"
"4275",21,NA,163057,2011,"maryland"
"4276",22,1,171198,2011,"massachusetts"
"4277",22,2,77919,2011,"massachusetts"
"4278",22,3,64245,2011,"massachusetts"
"4279",22,4,65319,2011,"massachusetts"
"4280",22,5,65127,2011,"massachusetts"
"4281",22,6,77807,2011,"massachusetts"
"4282",22,7,80076,2011,"massachusetts"
"4283",22,8,75603,2011,"massachusetts"
"4284",22,9,90834,2011,"massachusetts"
"4285",22,10,92814,2011,"massachusetts"
"4286",22,11,121184,2011,"massachusetts"
"4287",22,12,143730,2011,"massachusetts"
"4288",22,13,178652,2011,"massachusetts"
"4289",22,14,191051,2011,"massachusetts"
"4290",22,15,61083,2011,"massachusetts"
"4291",22,16,991068,2011,"massachusetts"
"4292",22,17,184827,2011,"massachusetts"
"4293",22,18,216736,2011,"massachusetts"
"4294",22,19,634081,2011,"massachusetts"
"4295",22,20,163482,2011,"massachusetts"
"4296",22,21,446539,2011,"massachusetts"
"4297",22,22,145178,2011,"massachusetts"
"4298",22,23,44023,2011,"massachusetts"
"4299",22,24,22684,2011,"massachusetts"
"4300",22,NA,169576,2011,"massachusetts"
"4301",23,1,38046,2011,"michigan"
"4302",23,2,15975,2011,"michigan"
"4303",23,3,19477,2011,"michigan"
"4304",23,4,15143,2011,"michigan"
"4305",23,5,15463,2011,"michigan"
"4306",23,6,15512,2011,"michigan"
"4307",23,7,14512,2011,"michigan"
"4308",23,8,17218,2011,"michigan"
"4309",23,9,17874,2011,"michigan"
"4310",23,10,16725,2011,"michigan"
"4311",23,11,32883,2011,"michigan"
"4312",23,12,30378,2011,"michigan"
"4313",23,13,33357,2011,"michigan"
"4314",23,14,36067,2011,"michigan"
"4315",23,15,10727,2011,"michigan"
"4316",23,16,311641,2011,"michigan"
"4317",23,17,49144,2011,"michigan"
"4318",23,18,69752,2011,"michigan"
"4319",23,19,156587,2011,"michigan"
"4320",23,20,90687,2011,"michigan"
"4321",23,21,184516,2011,"michigan"
"4322",23,22,68405,2011,"michigan"
"4323",23,23,17292,2011,"michigan"
"4324",23,24,11616,2011,"michigan"
"4325",23,NA,39191,2011,"michigan"
"4326",24,1,180471,2011,"minnesota"
"4327",24,2,87183,2011,"minnesota"
"4328",24,3,84290,2011,"minnesota"
"4329",24,4,77417,2011,"minnesota"
"4330",24,5,75471,2011,"minnesota"
"4331",24,6,77296,2011,"minnesota"
"4332",24,7,81400,2011,"minnesota"
"4333",24,8,82972,2011,"minnesota"
"4334",24,9,111019,2011,"minnesota"
"4335",24,10,100276,2011,"minnesota"
"4336",24,11,128922,2011,"minnesota"
"4337",24,12,141273,2011,"minnesota"
"4338",24,13,159545,2011,"minnesota"
"4339",24,14,176167,2011,"minnesota"
"4340",24,15,68735,2011,"minnesota"
"4341",24,16,1056546,2011,"minnesota"
"4342",24,17,123755,2011,"minnesota"
"4343",24,18,289331,2011,"minnesota"
"4344",24,19,722563,2011,"minnesota"
"4345",24,20,276956,2011,"minnesota"
"4346",24,21,864002,2011,"minnesota"
"4347",24,22,445673,2011,"minnesota"
"4348",24,23,111567,2011,"minnesota"
"4349",24,24,96864,2011,"minnesota"
"4350",24,NA,208595,2011,"minnesota"
"4351",25,1,199741,2011,"mississippi"
"4352",25,2,99289,2011,"mississippi"
"4353",25,3,80992,2011,"mississippi"
"4354",25,4,78813,2011,"mississippi"
"4355",25,5,82256,2011,"mississippi"
"4356",25,6,91760,2011,"mississippi"
"4357",25,7,94757,2011,"mississippi"
"4358",25,8,100360,2011,"mississippi"
"4359",25,9,110523,2011,"mississippi"
"4360",25,10,107625,2011,"mississippi"
"4361",25,11,148891,2011,"mississippi"
"4362",25,12,150317,2011,"mississippi"
"4363",25,13,165580,2011,"mississippi"
"4364",25,14,163128,2011,"mississippi"
"4365",25,15,81590,2011,"mississippi"
"4366",25,16,1200729,2011,"mississippi"
"4367",25,17,145822,2011,"mississippi"
"4368",25,18,290971,2011,"mississippi"
"4369",25,19,751080,2011,"mississippi"
"4370",25,20,374803,2011,"mississippi"
"4371",25,21,1089748,2011,"mississippi"
"4372",25,22,535821,2011,"mississippi"
"4373",25,23,122985,2011,"mississippi"
"4374",25,24,109145,2011,"mississippi"
"4375",25,NA,210810,2011,"mississippi"
"4376",26,1,306803,2011,"missouri"
"4377",26,2,139171,2011,"missouri"
"4378",26,3,132062,2011,"missouri"
"4379",26,4,124200,2011,"missouri"
"4380",26,5,125038,2011,"missouri"
"4381",26,6,140558,2011,"missouri"
"4382",26,7,133629,2011,"missouri"
"4383",26,8,145306,2011,"missouri"
"4384",26,9,153280,2011,"missouri"
"4385",26,10,159672,2011,"missouri"
"4386",26,11,232254,2011,"missouri"
"4387",26,12,235845,2011,"missouri"
"4388",26,13,311251,2011,"missouri"
"4389",26,14,340517,2011,"missouri"
"4390",26,15,129970,2011,"missouri"
"4391",26,16,2028298,2011,"missouri"
"4392",26,17,293535,2011,"missouri"
"4393",26,18,642930,2011,"missouri"
"4394",26,19,1378212,2011,"missouri"
"4395",26,20,588487,2011,"missouri"
"4396",26,21,1118433,2011,"missouri"
"4397",26,22,482699,2011,"missouri"
"4398",26,23,116549,2011,"missouri"
"4399",26,24,67926,2011,"missouri"
"4400",26,NA,349562,2011,"missouri"
"4401",27,1,169623,2011,"montana"
"4402",27,2,83921,2011,"montana"
"4403",27,3,77328,2011,"montana"
"4404",27,4,74806,2011,"montana"
"4405",27,5,75949,2011,"montana"
"4406",27,6,75272,2011,"montana"
"4407",27,7,81761,2011,"montana"
"4408",27,8,74193,2011,"montana"
"4409",27,9,78521,2011,"montana"
"4410",27,10,75720,2011,"montana"
"4411",27,11,127840,2011,"montana"
"4412",27,12,98353,2011,"montana"
"4413",27,13,116377,2011,"montana"
"4414",27,14,136411,2011,"montana"
"4415",27,15,61566,2011,"montana"
"4416",27,16,962272,2011,"montana"
"4417",27,17,120244,2011,"montana"
"4418",27,18,288058,2011,"montana"
"4419",27,19,729615,2011,"montana"
"4420",27,20,399973,2011,"montana"
"4421",27,21,839585,2011,"montana"
"4422",27,22,270065,2011,"montana"
"4423",27,23,73935,2011,"montana"
"4424",27,24,41776,2011,"montana"
"4425",27,NA,211697,2011,"montana"
"4426",28,1,118480,2011,"nebraska"
"4427",28,2,48908,2011,"nebraska"
"4428",28,3,46619,2011,"nebraska"
"4429",28,4,40040,2011,"nebraska"
"4430",28,5,40707,2011,"nebraska"
"4431",28,6,49751,2011,"nebraska"
"4432",28,7,48322,2011,"nebraska"
"4433",28,8,56462,2011,"nebraska"
"4434",28,9,59456,2011,"nebraska"
"4435",28,10,62768,2011,"nebraska"
"4436",28,11,95719,2011,"nebraska"
"4437",28,12,93922,2011,"nebraska"
"4438",28,13,126001,2011,"nebraska"
"4439",28,14,128413,2011,"nebraska"
"4440",28,15,45291,2011,"nebraska"
"4441",28,16,544179,2011,"nebraska"
"4442",28,17,127694,2011,"nebraska"
"4443",28,18,142294,2011,"nebraska"
"4444",28,19,413531,2011,"nebraska"
"4445",28,20,175822,2011,"nebraska"
"4446",28,21,262753,2011,"nebraska"
"4447",28,22,95703,2011,"nebraska"
"4448",28,23,26105,2011,"nebraska"
"4449",28,24,17316,2011,"nebraska"
"4450",28,NA,112256,2011,"nebraska"
"4451",29,1,196905,2011,"nevada"
"4452",29,2,93341,2011,"nevada"
"4453",29,3,82858,2011,"nevada"
"4454",29,4,82609,2011,"nevada"
"4455",29,5,77826,2011,"nevada"
"4456",29,6,87781,2011,"nevada"
"4457",29,7,83289,2011,"nevada"
"4458",29,8,83727,2011,"nevada"
"4459",29,9,96626,2011,"nevada"
"4460",29,10,93092,2011,"nevada"
"4461",29,11,169127,2011,"nevada"
"4462",29,12,147662,2011,"nevada"
"4463",29,13,200134,2011,"nevada"
"4464",29,14,207603,2011,"nevada"
"4465",29,15,64637,2011,"nevada"
"4466",29,16,1229501,2011,"nevada"
"4467",29,17,204778,2011,"nevada"
"4468",29,18,362487,2011,"nevada"
"4469",29,19,807865,2011,"nevada"
"4470",29,20,307650,2011,"nevada"
"4471",29,21,703719,2011,"nevada"
"4472",29,22,295128,2011,"nevada"
"4473",29,23,68604,2011,"nevada"
"4474",29,24,43943,2011,"nevada"
"4475",29,NA,219796,2011,"nevada"
"4476",30,1,32719,2011,"new hampshire"
"4477",30,2,17023,2011,"new hampshire"
"4478",30,3,14254,2011,"new hampshire"
"4479",30,4,10115,2011,"new hampshire"
"4480",30,5,13691,2011,"new hampshire"
"4481",30,6,16368,2011,"new hampshire"
"4482",30,7,9917,2011,"new hampshire"
"4483",30,8,13349,2011,"new hampshire"
"4484",30,9,8788,2011,"new hampshire"
"4485",30,10,12475,2011,"new hampshire"
"4486",30,11,21612,2011,"new hampshire"
"4487",30,12,21123,2011,"new hampshire"
"4488",30,13,27393,2011,"new hampshire"
"4489",30,14,22038,2011,"new hampshire"
"4490",30,15,9610,2011,"new hampshire"
"4491",30,16,190786,2011,"new hampshire"
"4492",30,17,41522,2011,"new hampshire"
"4493",30,18,58747,2011,"new hampshire"
"4494",30,19,157701,2011,"new hampshire"
"4495",30,20,56402,2011,"new hampshire"
"4496",30,21,149714,2011,"new hampshire"
"4497",30,22,41802,2011,"new hampshire"
"4498",30,23,10444,2011,"new hampshire"
"4499",30,24,7965,2011,"new hampshire"
"4500",30,NA,32641,2011,"new hampshire"
"4501",31,1,61278,2011,"new jersey"
"4502",31,2,28961,2011,"new jersey"
"4503",31,3,26659,2011,"new jersey"
"4504",31,4,23666,2011,"new jersey"
"4505",31,5,28286,2011,"new jersey"
"4506",31,6,28718,2011,"new jersey"
"4507",31,7,27735,2011,"new jersey"
"4508",31,8,24125,2011,"new jersey"
"4509",31,9,35686,2011,"new jersey"
"4510",31,10,31498,2011,"new jersey"
"4511",31,11,45508,2011,"new jersey"
"4512",31,12,39717,2011,"new jersey"
"4513",31,13,43984,2011,"new jersey"
"4514",31,14,47032,2011,"new jersey"
"4515",31,15,18796,2011,"new jersey"
"4516",31,16,346637,2011,"new jersey"
"4517",31,17,44922,2011,"new jersey"
"4518",31,18,113933,2011,"new jersey"
"4519",31,19,261714,2011,"new jersey"
"4520",31,20,130783,2011,"new jersey"
"4521",31,21,250400,2011,"new jersey"
"4522",31,22,71096,2011,"new jersey"
"4523",31,23,17672,2011,"new jersey"
"4524",31,24,15093,2011,"new jersey"
"4525",31,NA,78742,2011,"new jersey"
"4526",32,1,116477,2011,"new mexico"
"4527",32,2,32062,2011,"new mexico"
"4528",32,3,36711,2011,"new mexico"
"4529",32,4,37084,2011,"new mexico"
"4530",32,5,46749,2011,"new mexico"
"4531",32,6,46305,2011,"new mexico"
"4532",32,7,41687,2011,"new mexico"
"4533",32,8,41787,2011,"new mexico"
"4534",32,9,72030,2011,"new mexico"
"4535",32,10,42225,2011,"new mexico"
"4536",32,11,56993,2011,"new mexico"
"4537",32,12,77368,2011,"new mexico"
"4538",32,13,78390,2011,"new mexico"
"4539",32,14,107146,2011,"new mexico"
"4540",32,15,57435,2011,"new mexico"
"4541",32,16,534271,2011,"new mexico"
"4542",32,17,84623,2011,"new mexico"
"4543",32,18,150846,2011,"new mexico"
"4544",32,19,394765,2011,"new mexico"
"4545",32,20,140539,2011,"new mexico"
"4546",32,21,280965,2011,"new mexico"
"4547",32,22,92011,2011,"new mexico"
"4548",32,23,30101,2011,"new mexico"
"4549",32,24,14864,2011,"new mexico"
"4550",32,NA,109888,2011,"new mexico"
"4551",33,1,30137,2011,"new york"
"4552",33,2,17663,2011,"new york"
"4553",33,3,15935,2011,"new york"
"4554",33,4,17854,2011,"new york"
"4555",33,5,16821,2011,"new york"
"4556",33,6,16435,2011,"new york"
"4557",33,7,13436,2011,"new york"
"4558",33,8,17880,2011,"new york"
"4559",33,9,18524,2011,"new york"
"4560",33,10,19610,2011,"new york"
"4561",33,11,31655,2011,"new york"
"4562",33,12,30808,2011,"new york"
"4563",33,13,34805,2011,"new york"
"4564",33,14,32651,2011,"new york"
"4565",33,15,13369,2011,"new york"
"4566",33,16,266288,2011,"new york"
"4567",33,17,40064,2011,"new york"
"4568",33,18,66023,2011,"new york"
"4569",33,19,164814,2011,"new york"
"4570",33,20,94224,2011,"new york"
"4571",33,21,199826,2011,"new york"
"4572",33,22,88325,2011,"new york"
"4573",33,23,16162,2011,"new york"
"4574",33,24,14764,2011,"new york"
"4575",33,NA,40121,2011,"new york"
"4576",34,1,279566,2011,"north carolina"
"4577",34,2,159485,2011,"north carolina"
"4578",34,3,110598,2011,"north carolina"
"4579",34,4,115233,2011,"north carolina"
"4580",34,5,128372,2011,"north carolina"
"4581",34,6,129030,2011,"north carolina"
"4582",34,7,132047,2011,"north carolina"
"4583",34,8,146094,2011,"north carolina"
"4584",34,9,189325,2011,"north carolina"
"4585",34,10,147412,2011,"north carolina"
"4586",34,11,207525,2011,"north carolina"
"4587",34,12,195128,2011,"north carolina"
"4588",34,13,227008,2011,"north carolina"
"4589",34,14,268446,2011,"north carolina"
"4590",34,15,110936,2011,"north carolina"
"4591",34,16,1829225,2011,"north carolina"
"4592",34,17,163680,2011,"north carolina"
"4593",34,18,369496,2011,"north carolina"
"4594",34,19,967105,2011,"north carolina"
"4595",34,20,413971,2011,"north carolina"
"4596",34,21,1408376,2011,"north carolina"
"4597",34,22,582658,2011,"north carolina"
"4598",34,23,139869,2011,"north carolina"
"4599",34,24,90627,2011,"north carolina"
"4600",34,NA,309943,2011,"north carolina"
"4601",35,1,83987,2011,"north dakota"
"4602",35,2,30864,2011,"north dakota"
"4603",35,3,28487,2011,"north dakota"
"4604",35,4,25582,2011,"north dakota"
"4605",35,5,29259,2011,"north dakota"
"4606",35,6,37468,2011,"north dakota"
"4607",35,7,36144,2011,"north dakota"
"4608",35,8,41243,2011,"north dakota"
"4609",35,9,54655,2011,"north dakota"
"4610",35,10,38511,2011,"north dakota"
"4611",35,11,51056,2011,"north dakota"
"4612",35,12,59789,2011,"north dakota"
"4613",35,13,73169,2011,"north dakota"
"4614",35,14,80558,2011,"north dakota"
"4615",35,15,32096,2011,"north dakota"
"4616",35,16,355838,2011,"north dakota"
"4617",35,17,61573,2011,"north dakota"
"4618",35,18,105589,2011,"north dakota"
"4619",35,19,309525,2011,"north dakota"
"4620",35,20,104015,2011,"north dakota"
"4621",35,21,204068,2011,"north dakota"
"4622",35,22,103712,2011,"north dakota"
"4623",35,23,22660,2011,"north dakota"
"4624",35,24,26110,2011,"north dakota"
"4625",35,NA,86266,2011,"north dakota"
"4626",36,1,649075,2011,"ohio"
"4627",36,2,275058,2011,"ohio"
"4628",36,3,253798,2011,"ohio"
"4629",36,4,238529,2011,"ohio"
"4630",36,5,264642,2011,"ohio"
"4631",36,6,282888,2011,"ohio"
"4632",36,7,274611,2011,"ohio"
"4633",36,8,321975,2011,"ohio"
"4634",36,9,431570,2011,"ohio"
"4635",36,10,318838,2011,"ohio"
"4636",36,11,485085,2011,"ohio"
"4637",36,12,489004,2011,"ohio"
"4638",36,13,556766,2011,"ohio"
"4639",36,14,640371,2011,"ohio"
"4640",36,15,327603,2011,"ohio"
"4641",36,16,3587673,2011,"ohio"
"4642",36,17,562073,2011,"ohio"
"4643",36,18,785046,2011,"ohio"
"4644",36,19,2176390,2011,"ohio"
"4645",36,20,1204192,2011,"ohio"
"4646",36,21,2735500,2011,"ohio"
"4647",36,22,1376938,2011,"ohio"
"4648",36,23,357644,2011,"ohio"
"4649",36,24,181945,2011,"ohio"
"4650",36,NA,687983,2011,"ohio"
"4651",37,1,350103,2011,"oklahoma"
"4652",37,2,151767,2011,"oklahoma"
"4653",37,3,131655,2011,"oklahoma"
"4654",37,4,123817,2011,"oklahoma"
"4655",37,5,133650,2011,"oklahoma"
"4656",37,6,150104,2011,"oklahoma"
"4657",37,7,148137,2011,"oklahoma"
"4658",37,8,170331,2011,"oklahoma"
"4659",37,9,202260,2011,"oklahoma"
"4660",37,10,178723,2011,"oklahoma"
"4661",37,11,232432,2011,"oklahoma"
"4662",37,12,293444,2011,"oklahoma"
"4663",37,13,341097,2011,"oklahoma"
"4664",37,14,331825,2011,"oklahoma"
"4665",37,15,103722,2011,"oklahoma"
"4666",37,16,1744517,2011,"oklahoma"
"4667",37,17,303787,2011,"oklahoma"
"4668",37,18,523928,2011,"oklahoma"
"4669",37,19,1288303,2011,"oklahoma"
"4670",37,20,596665,2011,"oklahoma"
"4671",37,21,1205064,2011,"oklahoma"
"4672",37,22,410005,2011,"oklahoma"
"4673",37,23,96113,2011,"oklahoma"
"4674",37,24,76286,2011,"oklahoma"
"4675",37,NA,368666,2011,"oklahoma"
"4676",38,1,18724,2011,"oregon"
"4677",38,2,10954,2011,"oregon"
"4678",38,3,9090,2011,"oregon"
"4679",38,4,10914,2011,"oregon"
"4680",38,5,8338,2011,"oregon"
"4681",38,6,8315,2011,"oregon"
"4682",38,7,8545,2011,"oregon"
"4683",38,8,6605,2011,"oregon"
"4684",38,9,7238,2011,"oregon"
"4685",38,10,8745,2011,"oregon"
"4686",38,11,22578,2011,"oregon"
"4687",38,12,12503,2011,"oregon"
"4688",38,13,17941,2011,"oregon"
"4689",38,14,14562,2011,"oregon"
"4690",38,15,5107,2011,"oregon"
"4691",38,16,130221,2011,"oregon"
"4692",38,17,18645,2011,"oregon"
"4693",38,18,38129,2011,"oregon"
"4694",38,19,107507,2011,"oregon"
"4695",38,20,68863,2011,"oregon"
"4696",38,21,92889,2011,"oregon"
"4697",38,22,18296,2011,"oregon"
"4698",38,23,6294,2011,"oregon"
"4699",38,24,4248,2011,"oregon"
"4700",38,NA,28681,2011,"oregon"
"4701",39,1,384175,2011,"pennsylvania"
"4702",39,2,178199,2011,"pennsylvania"
"4703",39,3,156569,2011,"pennsylvania"
"4704",39,4,152696,2011,"pennsylvania"
"4705",39,5,153161,2011,"pennsylvania"
"4706",39,6,152081,2011,"pennsylvania"
"4707",39,7,155559,2011,"pennsylvania"
"4708",39,8,163652,2011,"pennsylvania"
"4709",39,9,181190,2011,"pennsylvania"
"4710",39,10,180151,2011,"pennsylvania"
"4711",39,11,292772,2011,"pennsylvania"
"4712",39,12,273115,2011,"pennsylvania"
"4713",39,13,351601,2011,"pennsylvania"
"4714",39,14,414775,2011,"pennsylvania"
"4715",39,15,155163,2011,"pennsylvania"
"4716",39,16,2730680,2011,"pennsylvania"
"4717",39,17,315474,2011,"pennsylvania"
"4718",39,18,655706,2011,"pennsylvania"
"4719",39,19,1438074,2011,"pennsylvania"
"4720",39,20,639958,2011,"pennsylvania"
"4721",39,21,1296088,2011,"pennsylvania"
"4722",39,22,521294,2011,"pennsylvania"
"4723",39,23,122206,2011,"pennsylvania"
"4724",39,24,75359,2011,"pennsylvania"
"4725",39,NA,405253,2011,"pennsylvania"
"4726",40,1,134793,2011,"rhode island"
"4727",40,2,62553,2011,"rhode island"
"4728",40,3,57722,2011,"rhode island"
"4729",40,4,54140,2011,"rhode island"
"4730",40,5,57000,2011,"rhode island"
"4731",40,6,54573,2011,"rhode island"
"4732",40,7,64172,2011,"rhode island"
"4733",40,8,56250,2011,"rhode island"
"4734",40,9,76103,2011,"rhode island"
"4735",40,10,70160,2011,"rhode island"
"4736",40,11,90668,2011,"rhode island"
"4737",40,12,101844,2011,"rhode island"
"4738",40,13,121549,2011,"rhode island"
"4739",40,14,144477,2011,"rhode island"
"4740",40,15,41859,2011,"rhode island"
"4741",40,16,767804,2011,"rhode island"
"4742",40,17,130338,2011,"rhode island"
"4743",40,18,221126,2011,"rhode island"
"4744",40,19,511200,2011,"rhode island"
"4745",40,20,204389,2011,"rhode island"
"4746",40,21,418923,2011,"rhode island"
"4747",40,22,138337,2011,"rhode island"
"4748",40,23,31417,2011,"rhode island"
"4749",40,24,23392,2011,"rhode island"
"4750",40,NA,156719,2011,"rhode island"
"4751",41,1,128164,2011,"south carolina"
"4752",41,2,51147,2011,"south carolina"
"4753",41,3,54086,2011,"south carolina"
"4754",41,4,48046,2011,"south carolina"
"4755",41,5,49148,2011,"south carolina"
"4756",41,6,53638,2011,"south carolina"
"4757",41,7,57873,2011,"south carolina"
"4758",41,8,56469,2011,"south carolina"
"4759",41,9,74638,2011,"south carolina"
"4760",41,10,55697,2011,"south carolina"
"4761",41,11,77152,2011,"south carolina"
"4762",41,12,77898,2011,"south carolina"
"4763",41,13,105191,2011,"south carolina"
"4764",41,14,112058,2011,"south carolina"
"4765",41,15,55969,2011,"south carolina"
"4766",41,16,638367,2011,"south carolina"
"4767",41,17,139295,2011,"south carolina"
"4768",41,18,267567,2011,"south carolina"
"4769",41,19,602881,2011,"south carolina"
"4770",41,20,226883,2011,"south carolina"
"4771",41,21,511266,2011,"south carolina"
"4772",41,22,200878,2011,"south carolina"
"4773",41,23,53503,2011,"south carolina"
"4774",41,24,35657,2011,"south carolina"
"4775",41,NA,138388,2011,"south carolina"
"4776",42,1,385373,2011,"south dakota"
"4777",42,2,178629,2011,"south dakota"
"4778",42,3,148138,2011,"south dakota"
"4779",42,4,155088,2011,"south dakota"
"4780",42,5,156987,2011,"south dakota"
"4781",42,6,158032,2011,"south dakota"
"4782",42,7,163415,2011,"south dakota"
"4783",42,8,170314,2011,"south dakota"
"4784",42,9,191569,2011,"south dakota"
"4785",42,10,194645,2011,"south dakota"
"4786",42,11,312528,2011,"south dakota"
"4787",42,12,293395,2011,"south dakota"
"4788",42,13,388806,2011,"south dakota"
"4789",42,14,421164,2011,"south dakota"
"4790",42,15,155589,2011,"south dakota"
"4791",42,16,3280863,2011,"south dakota"
"4792",42,17,372099,2011,"south dakota"
"4793",42,18,617448,2011,"south dakota"
"4794",42,19,1360318,2011,"south dakota"
"4795",42,20,711391,2011,"south dakota"
"4796",42,21,1570058,2011,"south dakota"
"4797",42,22,671292,2011,"south dakota"
"4798",42,23,158172,2011,"south dakota"
"4799",42,24,106000,2011,"south dakota"
"4800",42,NA,421573,2011,"south dakota"
"4801",44,1,36595,2011,"texas"
"4802",44,2,11928,2011,"texas"
"4803",44,3,12987,2011,"texas"
"4804",44,4,14888,2011,"texas"
"4805",44,5,11788,2011,"texas"
"4806",44,6,15036,2011,"texas"
"4807",44,7,16578,2011,"texas"
"4808",44,8,12631,2011,"texas"
"4809",44,9,18226,2011,"texas"
"4810",44,10,19502,2011,"texas"
"4811",44,11,26736,2011,"texas"
"4812",44,12,28980,2011,"texas"
"4813",44,13,34972,2011,"texas"
"4814",44,14,34982,2011,"texas"
"4815",44,15,12649,2011,"texas"
"4816",44,16,189043,2011,"texas"
"4817",44,17,34335,2011,"texas"
"4818",44,18,46572,2011,"texas"
"4819",44,19,140487,2011,"texas"
"4820",44,20,63801,2011,"texas"
"4821",44,21,147981,2011,"texas"
"4822",44,22,65573,2011,"texas"
"4823",44,23,14727,2011,"texas"
"4824",44,24,7358,2011,"texas"
